jogo_id,titulo,data_lancamento,win,mac,linux,avaliacao,feedback_positivo,qtd_avaliacoes,preco_final,preco_original,desconto,descricao,tags
10090,Call of Duty: World at War,2008-11-18,True,False,False,Very Positive,92,37039,19.99,19.99,0.0,"Call of Duty is back, redefining war like you've never experienced before. Building on the Call of Duty 4®: Modern Warfare engine, Call of Duty: World at War immerses players into the most gritty and chaotic WWII combat ever experienced.","['Zombies', 'World War II', 'FPS', 'Multiplayer', 'Action', 'Shooter', 'Co-op', 'Singleplayer', 'Moddable', 'First-Person', 'War', 'Online Co-Op', 'Gore', 'Historical', 'Classic', 'Survival', 'Great Soundtrack', 'Tanks', 'Horror', 'Adventure']"
13500,Prince of Persia: Warrior Within™,2008-11-21,True,False,False,Very Positive,84,2199,9.99,9.99,0.0,"Enter the dark underworld of Prince of Persia Warrior Within, the sword-slashing sequel to the critically acclaimed Prince of Persia: The Sands of Time™. Hunted by Dahaka, an immortal incarnation of Fate seeking divine retribution, the Prince embarks upon a path of both carnage and mystery to defy his preordained death.","['Action', 'Adventure', 'Parkour', 'Third Person', 'Great Soundtrack', 'Singleplayer', 'Platformer', 'Time Travel', 'Atmospheric', 'Classic', 'Hack and Slash', 'Time Manipulation', 'Gore', 'Fantasy', 'Story Rich', 'Dark', 'Open World', 'Controller', 'Dark Fantasy', 'Puzzle']"
113020,Monaco: What's Yours Is Mine,2013-04-24,True,True,True,Very Positive,92,3722,14.99,14.99,0.0,"Monaco: What's Yours Is Mine is a single player or co-op heist game. Assemble a crack team of thieves, case the joint, and pull off the perfect heist.","['Co-op', 'Stealth', 'Indie', 'Heist', 'Local Co-Op', 'Strategy', 'Online Co-Op', 'Top-Down', 'Action', 'Multiplayer', 'Crime', 'Casual', 'Great Soundtrack', 'Adventure', 'Pixel Graphics', 'Local Multiplayer', 'Controller', '2D', 'Singleplayer', 'Loot']"
226560,Escape Dead Island,2014-11-18,True,False,False,Mixed,61,873,14.99,14.99,0.0,Escape Dead Island is a Survival-Mystery adventure that lets players delve into the Dead Island universe and unravel the origins of the zombie outbreak.,"['Zombies', 'Adventure', 'Survival', 'Action', 'Third Person', 'Open World', 'Gore', 'Horror', 'Singleplayer', 'Multiplayer', 'Cartoony', 'Hack and Slash', 'Stealth', 'Co-op', 'Atmospheric', 'Survival Horror', 'Third-Person Shooter', 'Anime']"
250180,METAL SLUG 3,2015-09-14,True,False,False,Very Positive,90,5579,7.99,7.99,0.0,"“METAL SLUG 3”, the masterpiece in SNK’s emblematic 2D run & gun action shooting game series, still continues to fascinate millions of fans worldwide to this day for its intricate dot-pixel graphics, and simple and intuitive game controls!","['Arcade', 'Classic', 'Action', 'Co-op', 'Side Scroller', 'Retro', 'Local Co-Op', 'Shooter', '2D', 'Online Co-Op', 'Great Soundtrack', ""Shoot 'Em Up"", 'Platformer', 'Multiplayer', 'Pixel Graphics', 'Old School', 'Difficult', 'Singleplayer', 'Nostalgia', 'Comedy']"
261550,Mount & Blade II: Bannerlord,2022-10-25,True,False,False,Very Positive,87,169694,49.99,49.99,0.0,"A strategy/action RPG. Create a character, engage in diplomacy, craft, trade and conquer new lands in a vast medieval sandbox. Raise armies to lead into battle and command and fight alongside your troops in massive real-time battles using a deep but intuitive skill-based combat system.","['Medieval', 'Strategy', 'Open World', 'RPG', 'War', 'Multiplayer', 'Sandbox', 'Singleplayer', 'Action', 'Simulation', 'Character Customization', 'Moddable', 'Adventure', 'Horses', 'Realistic', 'Third Person', 'First-Person', 'Historical', 'Great Soundtrack', 'Early Access']"
15270,Cold Fear™,2008-05-13,True,False,False,Very Positive,85,800,9.99,9.99,0.0,"In a ferocious Arctic storm, distress signals are sent from a mysterious Russian whaler. As leading Coast Guard veteran Tom Hansen, you board to investigate  and discover unthinkable horrors lurking beneath the ship's bloodstained decks.","['Horror', 'Action', 'Survival Horror', 'Third-Person Shooter', 'Zombies', 'Classic', 'Third Person', 'Atmospheric', 'Gore', 'Singleplayer', 'Adventure']"
21130,LEGO® Harry Potter: Years 1-4,2010-06-25,True,False,False,Very Positive,85,5169,19.99,19.99,0.0,"Build the adventure from Privet Drive to the Triwizard Tournament and experience the magic of the first four Harry Potter stories – LEGO style! Explore Hogwarts™ School of Witchcraft and Wizardry, learn spells, brew potions and relive the adventures like never before with tongue-in-cheek humor and creative customization that is unique to...","['LEGO', 'Adventure', 'Local Co-Op', 'Action', 'Magic', 'Family Friendly', 'Multiplayer', 'Singleplayer', 'Fantasy', 'Comedy', 'Split Screen', 'Open World', 'Funny', 'Co-op', 'Puzzle', 'Controller', 'Local Multiplayer', 'Third Person', '3D Platformer', 'Atmospheric']"
22130,Hearts of Iron 2 Complete,2009-01-23,True,False,False,Very Positive,85,462,14.99,14.99,0.0,"Includes Hearts of Iron II plus the two expansions, Doomsday and Armageddon When Germany is defeated in 1945, the Allies and the new Soviet alliance fight for supremacy. World War III is drawing closer. Play as the ruler of one of 175 countries through World Wars II and III.","['Strategy', 'Grand Strategy', 'World War II', 'Historical', 'RTS', 'Simulation']"
29180,Osmos,2009-08-18,True,True,True,Very Positive,88,532,9.99,9.99,0.0,"Enter the ambient world of Osmos: elegant, physics-based gameplay, dreamlike visuals, and a minimalist, electronic soundtrack. Your objective is to grow by absorbing other motes. Propel yourself by ejecting matter behind you. But be wise: ejecting matter also shrinks you. Relax - good things come to those who wait.","['Indie', 'Casual', 'Puzzle', 'Relaxing', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Ambient', 'Atmospheric', '2D', 'Difficult', 'Minimalist', 'Space', 'Procedural Generation', 'Arcade', 'Strategy', 'Sci-fi', 'Science', 'Simulation', 'Education']"
32750,Comanche 4,2009-06-18,True,False,False,Very Positive,90,222,9.99,9.99,0.0,"The best-selling Comanche series returns with this fast-paced action game that places you at the controls of a Comanche RAH-66 helicopter. In 6 single player campaigns and multiplayer, the game combines serious firepower with effortless controls and stunning, interactive terrain.","['Action', 'Simulation', 'Flight', 'Classic']"
250460,Bridge Constructor,2013-10-16,True,True,True,Mostly Positive,77,716,2.39,19.99,88.0,Become an appraised bridge engineer and architect in Bridge Constructor. Create and design your own constructions and watch the cars and trucks pass over them - or see them fall and crash while your inferior creations collapse due to weight and the laws of physics!,"['Simulation', 'Casual', 'Indie', 'Physics', 'Puzzle', 'Building', 'Singleplayer']"
278890,Angvik,2014-02-24,True,True,False,Very Positive,88,1986,2.99,2.99,0.0,Angvik is a platform action game set in a joyful but unforgiving land.,"['Indie', 'Platformer', 'Action', 'Difficult', '2D', 'Singleplayer', 'Adventure', 'Action Roguelike', 'Roguelike', 'Perma Death', 'Side Scroller', 'Short']"
312200,Chasm,2018-07-30,True,True,True,Mostly Positive,73,1065,19.99,19.99,0.0,"Explore the depths below a remote mountain town in this procedurally-generated Adventure Platformer. Taking inspiration from hack 'n slash dungeon crawlers and Metroidvania-style platformers, Chasm will immerse you in a fantasy world full of exciting treasure, deadly enemies, and abundant secrets.","['Metroidvania', 'Indie', 'Pixel Graphics', 'Adventure', 'Action', 'RPG', 'Platformer', '2D', 'Procedural Generation', 'Side Scroller', 'Singleplayer', 'Retro', 'Fantasy', 'Action RPG', 'Roguelike']"
321290,Dandelion - Wishes brought to you -,2014-09-29,True,True,False,Very Positive,85,589,29.99,29.99,0.0,"Dandelion -Wishes brought to you- is a female-oriented game developed by Cheritz. The game was released in South Korea in August, 2012. The English translation for Dandelion was released on Nov, 2012. Dandelion is known as a unique dating simulation with a sensational storyline and charming characters.","['Otome', 'Dating Sim', 'Visual Novel', 'Female Protagonist', 'Simulation', 'Anime', 'Romance', 'Story Rich', 'Singleplayer', 'Choices Matter']"
371970,Barony,2015-06-23,True,True,True,Very Positive,92,3043,14.99,14.99,0.0,"Barony is the premier first-person roguelike with cooperative play. Cryptic items, brutal traps, and devious monsters await you. Conquer the dungeon alone, or gather a party in co-op with iconic and unusual RPG classes. Get ready to try, and die, and try again with a new dungeon every time you play!","['Action Roguelike', 'RPG', 'Dungeon Crawler', 'Co-op', 'Indie', 'Adventure', 'First-Person', 'Roguelike', 'Action', 'Pixel Graphics', 'Multiplayer', 'Roguelite', 'Difficult', 'Voxel', 'Fantasy', 'Online Co-Op', 'Violent', 'FPS', 'Singleplayer', 'Procedural Generation']"
437000,GUILTY GEAR 2 -OVERTURE-,2016-03-31,True,False,False,Mostly Positive,71,214,19.99,19.99,0.0,"The ultimate melee action [GUILTY GEAR 2 -OVERTURE-] is now on Steam!! Pushing [Gameplay] and [Entertainment] to the extremes, with a splash of [Competitiveness] -- That's GUILTY GEAR 2 for you.","['Action', 'Fighting', 'Anime', 'RTS', 'Story Rich', 'Great Soundtrack', 'Difficult', 'Singleplayer', 'Action RTS', 'Local Multiplayer', 'Controller', 'MOBA', 'Hack and Slash', 'Strategy']"
1872790,Luckitown,2022-01-19,True,True,False,Very Positive,86,163,4.99,4.99,0.0,Luckitown is a turn-based tower defense where you roll dice to build new structures and cast spells to defend your town.,"['Simulation', 'Tower Defense', 'Strategy', 'Turn-Based Strategy', 'Resource Management', 'City Builder', '2D', 'Minimalist', 'Cartoon', 'Indie', 'Fantasy', 'Turn-Based Tactics', 'Choices Matter', 'Singleplayer']"
237850,Dreamfall Chapters,2017-07-21,True,True,True,Very Positive,82,2976,24.99,24.99,0.0,"The Final Cut is the ultimate collector's edition of Dreamfall Chapters, a story-driven 3D adventure about choice and consequence, set in parallel worlds: a cyberpunk vision of the future and a magical fantasy realm.","['Adventure', 'Story Rich', 'Atmospheric', 'Fantasy', 'Female Protagonist', 'Cyberpunk', 'Choices Matter', 'Singleplayer', 'Third Person', 'Point & Click', 'Great Soundtrack', 'Episodic', 'Futuristic', 'Sci-fi', 'Kickstarter', 'Choose Your Own Adventure', 'Exploration', 'Indie', 'Walking Simulator', 'Action']"
274270,NOT A HERO,2016-07-08,True,True,True,Very Positive,86,1563,19.99,19.99,0.0,Professional assassin turned amateur campaign manager Steve is charged with cleaning up the city by an anthropomorphic rabbit and mayoral candidate from the future named BunnyLord.,"['Pixel Graphics', 'Action', 'Indie', 'Comedy', 'Adventure', 'Shooter', '2D', 'Funny', 'Political', 'Gore', 'Great Soundtrack', 'Singleplayer', 'Difficult', 'Platformer', 'Fast-Paced', ""Shoot 'Em Up"", 'Violent', 'Retro', 'Multiplayer']"
296870,Dreaming Sarah,2015-03-12,True,False,True,Very Positive,92,2010,5.99,5.99,0.0,"Dreaming Sarah is an adventure platformer where you play as Sarah, a girl who is in a coma. Explore the world around her and help her wake up!","['Metroidvania', 'Puzzle Platformer', 'Casual', 'Exploration', 'Platformer', 'Walking Simulator', 'Female Protagonist', '2D', 'Surreal', 'Relaxing', 'Puzzle', 'Pixel Graphics', 'Abstract', 'Philosophical', 'Psychedelic', 'Atmospheric', 'Psychological', 'Adventure', 'Supernatural', 'Singleplayer']"
330180,Pix the Cat,2015-01-29,True,True,True,Very Positive,87,170,4.99,4.99,0.0,"Pix the Cat is a critically acclaimed intense arcade game that will challenge your reflexes and your wits, pitting you against your friends and the world in a race to the highest score!","['Cats', 'Indie', 'Action', 'Arcade', 'Local Multiplayer', 'Cartoony', '4 Player Local', 'Retro', 'Score Attack', 'Cute', 'Singleplayer', 'Casual', 'Fast-Paced', 'Cartoon']"
351920,Crazy Machines 3,2016-10-18,True,False,False,Very Positive,94,6817,9.99,9.99,0.0,"Crazy Machines 3 is the latest, greatest, most amazing and craziest part of the series and fascinates once more with physic-based puzzles. Build your own crazy machines and share your awesomeness across the world thanks to the Steam® Workshop.","['Simulation', 'Strategy', 'Puzzle', 'Physics', 'Sandbox', 'Singleplayer', 'Multiplayer', 'Building', 'Casual']"
359870,FINAL FANTASY X/X-2 HD Remaster,2016-05-12,True,False,False,Very Positive,90,12889,29.99,29.99,0.0,"FINAL FANTASY X/X-2 HD Remaster celebrates two of the most cherished and beloved entries to the world-renowned franchise, completely remastered in gorgeous High Definition & now available on PC / Windows!","['JRPG', 'Story Rich', 'RPG', 'Turn-Based Combat', 'Great Soundtrack', 'Fantasy', 'Singleplayer', 'Classic', 'Adventure', 'Turn-Based', 'Atmospheric', 'Romance', 'Female Protagonist', 'Anime', 'Action', 'Remake', 'Linear', 'Open World', 'Puzzle', 'Sports']"
377840,FINAL FANTASY IX,2016-04-14,True,False,False,Very Positive,94,7897,20.99,20.99,0.0,"Selling over five million copies since its release in 2000, FINAL FANTASY IX proudly returns on Steam! Now you can relive the adventures of Zidane and his crew on PC !","['JRPG', 'Story Rich', 'Great Soundtrack', 'Fantasy', 'RPG', 'Classic', 'Turn-Based Combat', 'Singleplayer', 'Adventure', 'Atmospheric', 'Turn-Based', 'Open World', 'Party-Based RPG', 'Funny', 'Cult Classic', 'Steampunk', 'Medieval', 'Exploration', 'Anime', 'Action']"
402130,FlatOut 4: Total Insanity,2017-04-04,True,False,False,Mixed,52,1489,29.99,29.99,0.0,"FlatOut 4: Total Insanity™, where reckless driving has never been this much fun. FlatOut 4: Total Insanity™ blends everything everyone has ever loved about FlatOut into one offering. Gamers will also be introduced to all new and exciting features, game modes, and vehicles which will soon become personal favorites.","['Racing', 'Automobile Sim', 'Multiplayer', 'Destruction', 'Action', 'Arcade', 'Driving', 'Singleplayer', 'Physics', 'Open World']"
410970,Master of Orion 1,2016-08-25,True,True,True,Very Positive,90,279,0.89,5.99,85.0,Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.,"['Strategy', '4X', 'Turn-Based', 'Space', 'Classic', 'Sci-fi', 'Singleplayer', 'Turn-Based Strategy', '2D', ""1990's""]"
254820,Ground Control Anthology,2015-07-08,True,False,False,Very Positive,87,141,4.99,4.99,0.0,"The year is 2419. War has devastated Earth, and mega-corporations take to the stars to fight over colonised planets. Your employer, the Crayven Corporation, chose you to command an army of ground and air forces. You thought it would be just another brush-fire war. You were wrong.","['Strategy', 'RTS', 'Real Time Tactics', 'Sci-fi', 'Classic']"
286380,Strata,2014-05-29,True,True,True,Very Positive,92,131,7.99,7.99,0.0,Simple. Elegant. Challenging.,"['Casual', 'Strategy', 'Indie', 'Puzzle', 'Relaxing']"
302690,Metal Dead,2014-10-06,True,False,False,Very Positive,83,378,4.99,4.99,0.0,"A hilariously terrifying adventure filled with laughs, blood, insanity, and of course... hordes of the undead.","['Adventure', 'Indie', 'Gore', 'Zombies', 'Violent', 'Point & Click', 'Horror', 'Funny', 'Blood', 'Story Rich', 'Comedy', '2D', 'Singleplayer', 'Dark Humor', 'Retro', 'Puzzle', 'Hand-drawn', 'Casual', 'Great Soundtrack']"
342310,RIOT: Civil Unrest,2019-02-12,True,True,True,Mixed,68,1280,5.09,16.99,70.0,As civil crisis deepens and inequality tears the very fabric of society the discontentment of the masses manifests itself in violent public disturbances and civil disorder. Play as the police or the angry horde as RIOT – Civil Unrest places you in some of the world’s most fractious disputes.,"['Strategy', 'Simulation', 'Indie', 'Pixel Graphics', 'Political Sim', 'Political', 'Action', '2D', 'RTS', 'Historical', 'Multiplayer', 'Violent', 'Early Access', 'Singleplayer', 'Crime']"
408520,FORM,2017-06-01,True,False,False,Very Positive,91,934,14.99,14.99,0.0,Enter a surreal adventure where puzzles are built from dreams and memories. Solve the mystery behind an ancient artifact. Advance through a world that transforms around you. Transcend this existence.,"['Adventure', 'Indie', 'Casual', 'VR', 'Puzzle', 'First-Person', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Mystery', 'Great Soundtrack', 'Family Friendly']"
413420,Danganronpa 2: Goodbye Despair,2016-04-18,True,True,True,Overwhelmingly Positive,96,20321,7.99,19.99,60.0,"Jabberwock Island—You and your classmates were ready for fun in the sun until Monokuma returned to restart his murderous game! Trapped in a kill-or-be-killed situation, your only hope rests in solving the island’s mysteries.","['Anime', 'Detective', 'Visual Novel', 'Mystery', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Psychological Horror', 'Adventure', 'Dark Comedy', 'Horror', 'Puzzle', 'Atmospheric', 'Dark', 'Comedy', 'Memes', 'Dating Sim', 'Mature', 'Funny', 'Walking Simulator']"
446600,Magi Trials,2016-11-17,True,False,False,Very Positive,82,91,12.99,12.99,0.0,"Do you have what it takes to join the Royal Academy of Magi in a new Highschool Romance story. After attempting a dark ritual which increases innate magical ability, but transforms your body.","['Adventure', 'Indie', 'Casual', 'Visual Novel', 'Nudity', 'LGBTQ+', 'Mature', 'Singleplayer', 'Sexual Content', 'Anime']"
451640,C14 Dating,2016-04-22,True,True,True,Positive,89,49,19.99,19.99,0.0,"C-14 Dating is an otome dating sim that combines archaeology, friendships and love.","['Indie', 'Otome', 'Casual', 'Dating Sim', 'Female Protagonist', 'Visual Novel', 'Anime', 'Minigames', 'Singleplayer', 'Choose Your Own Adventure', 'Comedy', 'Choices Matter', 'Romance', 'Puzzle', 'Adventure', 'Interactive Fiction', 'Cute', 'Multiple Endings', 'Beautiful', 'Nudity']"
479010,Kodon,2016-06-03,True,False,False,Mostly Positive,70,245,59.99,59.99,0.0,Kodon is a 3D sculpting software for VR and Desktop with an intuitive interface that allows even inexperienced users to create 3D models in a 3D space.,"['Simulation', 'Animation & Modeling', 'Design & Illustration', 'VR', 'Early Access', 'Game Development', 'Education', '3D', 'Software', 'Singleplayer', 'Voxel', 'Building', 'Physics', 'Family Friendly', 'Hand-drawn', '3D Vision']"
494150,The Thrill of the Fight - VR Boxing,2019-10-24,True,False,False,Overwhelmingly Positive,95,3278,9.99,9.99,0.0,"The Thrill of the Fight is a room-scale only VR boxing game focused on authenticity. Face off in the virtual ring where you'll jab, dodge, and sweat your way to the top of the boxing world. Grab your gloves, step through the ropes, and become a champion.","['Sports', 'Action', 'VR', '3D Fighter', 'Boxing', 'Fighting', 'Singleplayer']"
1198740,Colony Siege,2020-09-07,True,False,False,Very Positive,90,155,6.99,6.99,0.0,"Colony Siege combines the best of RTS and tower defense, including base building, mazing, and unit physics. Defend Earth's remaining colonies using an arsenal of deadly weapons to torch, slice, throw, and impale swarms of alien invaders.","['Strategy', 'Simulation', 'Tower Defense', 'Sci-fi', 'Co-op', 'RTS', 'Online Co-Op', 'Co-op Campaign', 'Base Building', 'Multiplayer', 'Real-Time', 'Survival', 'Indie']"
35000,Mini Ninjas,2009-09-08,True,False,False,Very Positive,90,2895,9.99,9.99,0.0,Mini Ninjas is a game that combines furious action with stealth and exploration for an experience that appeals to a wide audience across age groups and preferences. It’s an action-adventure with a strong focus on allowing the player freedom to explore the world and has the depth to allow for very varied gameplay and approaches to getting...,"['Adventure', 'Action', 'Ninja', 'Stealth', 'Cute', 'Singleplayer', '3D Platformer', 'Family Friendly', 'Third Person', 'Platformer', 'Open World', 'Controller', 'Funny', 'Great Soundtrack', 'Multiplayer', 'Hack and Slash', 'Anime', 'Casual', 'Beautiful', 'Souls-like']"
39690,ArcaniA,2010-10-15,True,False,False,Mixed,56,1720,19.99,19.99,0.0,"War covers the southern islands until it finally reaches the idyllic isle of Feshyr. You take on the role as the new nameless hero after your village has been pillaged and destroyed by paladins of the king. Seeking revenge, you soon realize that this cowardly attack did not just happen on a reckless mercenary`s whim.","['RPG', 'Open World', 'Fantasy', 'Singleplayer', 'Third Person', 'Adventure', 'Action RPG', 'Action', 'Gothic', 'Medieval', 'Magic', 'Casual', 'Hack and Slash', 'Great Soundtrack']"
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2014-12-16,True,False,False,Very Positive,89,1901,14.99,14.99,0.0,"After “KOF '98”, often praised by the fans as the best installment in the “KOF” series, and “KOF ’98 UM” 10 years later, “KOF ’98” returns now on the Steam PC gaming platform in an ultimate and final version with THE KING OF FIGHTERS ’98 ULTIMATE MATCH FINAL EDITION","['Fighting', 'Arcade', '2D Fighter', 'Action', 'Classic', 'Multiplayer', '2D', 'Retro', 'Anime', 'Pixel Graphics', 'Local Multiplayer', 'Great Soundtrack', 'Competitive']"
314000,Pool Nation FX Lite,2015-12-07,True,False,False,Mostly Positive,70,1757,9.99,0.0,0.0,"Pool Nation FX, is a seriously fun Pool & Snooker Sim! A visually stunning billiards simulation with the critically acclaimed POOL NATION physics engine. Play 8 Ball, 9 Ball, Snooker, Killer & more, unlimited Career modes with customised difficulty levels, Trickshots, Local and Online Multiplayer, spectate live matches and feel...","['Free to Play', 'Sports', 'Pool', 'Multiplayer', 'Simulation', 'Casual', 'Strategy', 'Indie', 'Singleplayer', 'Local Multiplayer', 'Relaxing', 'Massively Multiplayer', 'Physics', 'Snooker', 'Addictive', 'Team-Based', 'Online Co-Op', 'VR']"
326410,Windward,2015-05-12,True,True,True,Very Positive,80,2534,9.99,9.99,0.0,Windward is an action-filled multiplayer sandbox game that puts you in control of a ship sailing the high seas of a large procedurally-generated world.,"['Naval Combat', 'Pirates', 'Naval', 'Sandbox', 'Adventure', 'Indie', 'Multiplayer', 'RPG', 'Trading', 'Open World', 'Action', 'Singleplayer', 'Strategy', 'Co-op', 'Procedural Generation', 'Sailing', 'Exploration', 'Economy', 'Choose Your Own Adventure', 'MMORPG']"
433550,DARQ: Complete Edition,2019-08-15,True,False,False,Very Positive,93,3122,19.99,19.99,0.0,"DARQ tells the story of Lloyd, a boy who finds himself in the middle of a lucid nightmare. Unable to wake up, Lloyd has to face his fears and decipher the meaning of the dream.","['Horror', 'Dark', 'Adventure', 'Singleplayer', 'Puzzle', 'Atmospheric', 'Psychological Horror', 'Puzzle Platformer', 'Side Scroller', '2.5D', 'Stealth', 'Third Person', 'Survival Horror', 'Surreal', 'Action-Adventure', 'Psychedelic', 'Mystery', 'Steampunk', 'Physics', 'Thriller']"
434170,The Jackbox Party Pack 3,2016-10-17,True,True,True,Overwhelmingly Positive,96,4016,24.99,24.99,0.0,"The threequel to the party game phenomenon features the deadly quiz show Trivia Murder Party, the say-anything sequel Quiplash 2, the surprising survey game Guesspionage, the t-shirt slugfest Tee K.O., and the sneaky trickster game Fakin’ It.","['Trivia', 'Local Multiplayer', 'Multiplayer', 'Funny', 'Casual', 'Board Game', 'Party', 'Indie', 'Party Game', 'Comedy', 'Family Friendly', 'Strategy', 'Co-op', 'Memes']"
284750,Enigmatis: The Ghosts of Maple Creek,2014-10-16,True,True,True,Very Positive,84,1002,9.99,9.99,0.0,Let one of the most thrilling adventures of your life begin!,"['Hidden Object', 'Adventure', 'Casual', 'Point & Click', 'Female Protagonist', 'Horror', 'Puzzle', 'Mystery', 'Detective', 'Story Rich', 'Singleplayer', 'Fantasy', 'Family Friendly', 'Atmospheric', '2D', 'Indie', 'Great Soundtrack', 'Cartoony']"
308270,Buzz Aldrin's Space Program Manager,2014-10-31,True,True,False,Mostly Positive,75,381,29.99,29.99,0.0,Space Program Manager (SPM) is the ultimate game of space exploration. It is the mid 1950s and the race for dominance between the US and the Soviet Union is about to move into a new dimension: space.,"['Simulation', 'Strategy', 'Space', 'Management', 'Cold War', 'Multiplayer', 'Singleplayer', 'Historical', 'Turn-Based', 'Turn-Based Strategy', 'Replay Value', 'Strategy RPG']"
317030,Fatty Bear's Birthday Surprise,2014-10-23,True,True,True,Very Positive,91,85,6.99,6.99,0.0,Help Fatty Bear and His Friends Cook Up A Birthday You'll Never Forget!,"['Casual', 'Adventure', 'Point & Click', 'Family Friendly', 'Story Rich', 'Great Soundtrack', 'Singleplayer', ""1990's"", '2D', 'Pixel Graphics']"
362890,Black Mesa,2020-03-06,True,False,True,Overwhelmingly Positive,95,85772,19.99,19.99,0.0,Relive Half-Life.,"['FPS', 'Remake', 'Action', 'Sci-fi', 'First-Person', 'Singleplayer', 'Classic', 'Shooter', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Aliens', 'Adventure', 'Zombies', 'Horror', 'Multiplayer', 'Indie', 'Early Access', 'Mod', 'Co-op']"
414700,Outlast 2,2017-04-24,True,False,False,Very Positive,91,34505,29.99,29.99,0.0,"Outlast 2 introduces you to Sullivan Knoth and his followers, who left our wicked world behind to give birth to Temple Gate, a town, deep in the wilderness and hidden from civilization. Knoth and his flock are preparing for the tribulations of the end of times and you’re right in the thick of it.","['Horror', 'Psychological Horror', 'Survival Horror', 'First-Person', 'Gore', 'Singleplayer', 'Dark', 'Atmospheric', 'Violent', 'Survival', 'Mature', 'Action', 'Nudity', 'Adventure', 'Story Rich', 'Sexual Content', 'Multiplayer', 'Parkour', 'Indie', 'FPS']"
429300,Sepia Tears,2016-01-08,True,True,True,Very Positive,88,886,0.0,0.0,0.0,"A visual novel about a memory that a boy named Mark tries very hard to forget, and a girl named Myra who unearths it.","['Visual Novel', 'Romance', 'Emotional', 'Anime', 'Snow', 'Dating Sim', 'Memes', 'Cute', 'Story Rich', 'Text-Based', 'Funny', 'Hand-drawn', 'Narration', 'Comedy', 'Modern', 'Mystery', 'Atmospheric', 'Drama', 'Supernatural', 'Simulation']"
450500,Ace of Seafood,2016-04-08,True,False,False,Very Positive,90,434,11.99,11.99,0.0,"In the seas of the distant future, humans have all but disappeared. In your current, newly-awakened state, you are no more than a piece of seafood. However, you have been blessed with the talent for leading your allies into battle. Do whatever it takes to become the Ace of Seafood.","['Underwater', 'Memes', 'Spectacle fighter', 'Funny', 'Comedy', 'Third-Person Shooter', 'Naval Combat', 'Open World', 'Exploration', 'Fishing', 'Shooter', 'Third Person', '3D', 'Realistic', 'Controller', 'Action', 'Sci-fi', 'Fantasy', 'Survival', 'Atmospheric']"
459220,Halo Wars: Definitive Edition,2017-04-20,True,False,False,Very Positive,91,6084,19.99,19.99,0.0,"Halo Wars: Definitive Edition is an enhanced version of the real-time strategy classic, Halo Wars, updated to run natively on PC. Halo Wars: Definitive Edition includes improved graphics, new achievements and all of the DLC created for the landmark real-time strategy game.","['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'War', 'Action', 'Military', 'Co-op', 'Great Soundtrack', 'Simulation', 'Aliens', 'Classic', 'Tactical', 'Online Co-Op', 'Sandbox', 'Story Rich', 'Shooter', 'Atmospheric']"
574310,The Mooseman,2017-02-17,True,True,True,Very Positive,90,829,6.99,6.99,0.0,You are the Mooseman and you have the ability to see all that is hidden to the mortal eye. You are about to visit three layers of this universe - the first one is the Lower World where dead reside…,"['Adventure', 'Indie', 'Mythology', 'Atmospheric', 'Great Soundtrack', '2D', 'Story Rich', 'Singleplayer', 'Puzzle', 'Short', 'Casual']"
469820,Genital Jousting,2018-01-18,True,True,False,Very Positive,92,7427,6.99,6.99,0.0,"Genital Jousting tells the story of ""John"", a penis who needs to find a date for his high school reunion. Genital Jousting is also an online and local multiplayer party game about flaccid penises and wiggly anuses for up to eight players at once.","['Sexual Content', 'Nudity', 'Comedy', 'Action', 'Multiplayer', 'NSFW', 'Indie', 'Funny', 'Memes', 'Mature', 'Local Multiplayer', 'Story Rich', 'Cute', 'Co-op', 'Great Soundtrack', 'Local Co-Op', 'Casual', 'Illuminati', 'Violent', 'Early Access']"
520720,Dear Esther: Landmark Edition,2017-02-14,True,True,False,Mostly Positive,78,1591,9.99,9.99,0.0,"Dear Esther immerses you in a stunningly realised world, a remote and desolate island somewhere in the outer Hebrides. As you step forwards, a voice begins to read fragments of a letter: 'Dear Esther...' - and so begins a journey through one of the most original first-person games of recent years.","['Walking Simulator', 'Atmospheric', 'Indie', 'First-Person', 'Exploration', 'Singleplayer', 'Adventure', 'Casual', 'Great Soundtrack', 'Narration', 'Mystery', 'Short', 'Story Rich', 'Horror', 'Relaxing', 'Multiplayer']"
529590,Please Don't Touch Anything 3D,2016-12-07,True,True,False,Very Positive,85,828,9.99,9.99,0.0,"Now with Vive Support! A cryptic, brain-racking, button-pushing non-linear puzzle game.","['Indie', 'Casual', 'Adventure', 'Puzzle', 'VR', 'Horror', 'Multiple Endings', 'Singleplayer', 'Psychological Horror', 'Funny']"
